id;name;description;principal_name;principal_surname;lat;lon;country;postal_code;city;address;house;phone;fax;email;website;facebook;twitter;wikipedia;foundation_date;teaching_languages;ADEC;AERO;IDEN
8d494f62-0787-4a0d-ae10-4e42666609bf;iSkool;;;;;;China;;Shanghai;"Zhangyang Road,
Pudong";;;;;http://2014.iskool.cn;;;;;;;1;
5739da1d-a698-48de-95a5-3bba903c820d;ABC Montessori;;;;;;India;160009;Chandigarh;"Madhya Marg,
Sector 26";SCO 19;00911724353315;;;http://www.abcmontessori.net;;;;;;;1;
eb5840a7-4d77-44e6-9c8e-caf4f6c31ee4;Primrose School;;;;;;India;605010;Pondicherry;"Gundu Salai Road,
Oulgaret";63;00914132290106;;;http://www.primroseschool.org;;;;;;;1;
2d642147-df12-466e-929c-0e9162eb522c;Leonardo Gifted  School;;;;;;Romania;10257;Bucharest;"Strada Berzei,
Sector 1";22;0040729029484;;;http://leonardoschool.ro;https://www.facebook.com/LeonardoGiftedSchool;;;;;;1;
084ba1f0-97ad-4318-8cbb-90b1ee571ab9;African Virtual University;;;;;;Kenya;;Nairobi;"Ring Road,
Kilimani";Cape Office Park;00254202528333;;;http://www.avu.org;https://www.facebook.com/AfricanVirtualUniversity;;;;;;;
bddefe50-40cc-427a-bca3-5c8de46b7785;Tahrir Academy;;;;;;Egypt;;Cairo;"Street 151,
Al Maadi";;;;;http://tahriracademy.org;https://www.facebook.com/TahrirAcademy;https://twitter.com/tahriracademy;;;;;;
4f383668-577c-44d2-bdcd-aa102defd2b9;Flexible Learning Centre;;;;;;United Kingdom;B23 7RJ;Birmingham;"Slade Road,
Erdington";204;011441212403718;;;https://www.flexiblelearning.org.uk;https://www.facebook.com/flexible.learning.1;https://twitter.com/FlexAP;;;;;;
f71a8be8-17f8-4914-b1a9-64dab4714908;Royal American International School;;;;;;Cambodia;;Siem Reap;"Vihear Chen Village,
Sangkat Svay Dangkum";115;00855636666885;;;http://www.rais.edu.kh;https://www.facebook.com/rais.edu.kh;;;;;;;
56b9d03f-0c0e-422b-b960-875e0048a474;Discovery School  Burundi;;;;;;Burundi;;Bujumbura;"Bukiriro Avenue,
Commune Gihosha";7;0025722232059;;;http://www.discoveryschoolburundi.org;https://www.facebook.com/Discovery-School-Burundi-285766348117336;;;;;;;
f979a5dd-7124-48d0-9697-8cd8e28f321f;Teia Multicultural School;;;;;;Brazil;05002-010;Sao Paulo;"Rua Dona Germaine Burchard,
Água Branca";197;005538721035;;;http://www.teiamulticultural.com.br;https://www.facebook.com/pages/Teia-Multicultural/228708233830370;;;2005-11-09;;;;
6e20ae76-be9f-4739-91d3-df1d2bfc2fed;Politeia Escola Democrática;;;;;;Brazil;05002-062;Sao Paulo;"Rua Dona Germaine Burchard,
Água Branca";511;00551138039805;;;http://www.escolapoliteia.com.br;;https://twitter.com/@escolapoliteia;;;;;;
3874820c-0887-412b-a593-a2e3a6236708;Miguel Angel Asturias Academy;;;;;;Guatemala;09001;Quetzaltenango;"13 Calle,
Zona 3";24-43;0050277637770;;;www.asturiasacademy.org;https://www.facebook.com/pages/Miguel-Angel-Asturias-Academy/252279582228;https://twitter.com/asturiasacademy;;1994-01-01;;;;
b2b94cdc-8827-4e56-8d3d-9c6d73e79784;CIEJA Ermelino Matarazzo;;;;;;Brazil;03806-000;São Paulo, SP;"Avenida Paranaguá,
Ermelino Matarazzo";1954;005525477188;;;http://ciejaematarazzo.blogspot.ie;;;;1622-01-01;;;;
25c2c0f2-1d58-450a-b368-52971c042e67;Democratic School Makkuro-kurosuke;;;;;;Japan;679-2324;Kanzaki District, Hyōgo Prefecture;"Sakado,
Ichikawa-cho";592;0081790261129;;;http://www.geocities.jp/makkurohp;;;;;;;;
45e0c87e-5ddf-4072-bf51-36bdb6870b64;Tokyo Sudbury School;;;;;;Japan;;Tokyo;"Fukasawa,
Setagaya";7 Chome-9-7;03-5706-0133;;;http://tokyosudbury.com/;https://www.facebook.com/tokyosudbury;;;2009-01-01;;;;
f5e38d16-9d75-44ed-bf2c-cfa36613928f;Fairfield School;;;;;;New Zealand;9018;Dunedin;"Sickels Street,
Fairfield";10;006434882040;;;http://www.fairfield.school.nz;;;;;;;;
5087bdfb-6bad-4e59-9804-8d38d91afd6d;Raw Learning;;;;;;United States;24401;Staunton, VA;"VSDB Drive,
Suite 5";101;0015402923002;;;http://www.rawlearning.org;https://www.facebook.com/RawLearning;;;2008-01-01;;;;
64eae53e-e35a-4fc6-a15d-a8d13502e017;Associação Cidade Escola Aprendiz;;;;;;Brazil;05432-040;São Paulo;"Rua Padre João Gonçalves,
Pinheiros";152;00551130963900;;;http://cidadeescolaaprendiz.org.br;https://www.facebook.com/associacaocidadeescolaaprendiz;;;1997-01-01;;;;
78435f30-19d7-421a-99a4-1bd72195ca83;Aarohi Life Education;;;;;;India;635113;Kelamangalam;"Denkanikottai-Shoolagiri Road,
Thiyaranadurgam Village";Survey No 1032/2;00919845045833;;;http://www.aarohilife.org;https://www.facebook.com/aarohilife;;;;;;;
315ecc61-e7a7-4976-9c44-84636d10e5bf;Escola Básica da Ponte;;;;;;;4795-638;Santo Tirso;"Rua José Luís de Andrade,
São Tomé de Negrelos";Escola Básica da Ponte;00351252875350;;;http://www.escoladaponte.pt;https://www.facebook.com/escolabasicadaponte;;;1975-01-01;;;;
63a27143-12fe-4a48-80f6-e41e38459523;Shure University;;;;;;Japan;;Tokyo;"Wakamatsu-cho,
Shinjuku-ku";28-27;0081351559801;;;http://shureuniv.org;https://www.facebook.com/shureuniv;https://twitter.com/shureuniv;;2002-01-01;;;;
2638bd1b-b1ef-42ed-ad0e-36804646c268;Small Acres School;;;;;;United Kingdom;SE22 0SB;London;"Homestall Road,
Peckham";Peckham Rye Adventure Playground;011447530277491;;;http://www.smallacresschool.org;https://www.facebook.com/SmallAcresSchool;;;;;;;
be184285-ae93-4b6d-b3a3-ad94080c0fe3;Deep Springs College;;;;;;United States;93513;Big Pine, CA;"Deep Springs Ranch Road,
State Route 168";Deep Springs College;001760872200033;;;http://www.deepsprings.edu;https://www.facebook.com/Deep-Springs-College-131857996289;;;1917-01-01;;;;
aa9e4073-be30-4a13-85cb-c4d13b84350f;Elm International School;;;;;;Egypt;;Alexandria;"Mahmoud Abo El Ela street,
Kafr Abdu";14;00201020001560;;;http://elminternationalschool.com;https://www.facebook.com/Elmschool;https://twitter.com/Elmschool;;;;;1;
a909e569-2df1-4bb1-a344-9c904a0eaf83;Dorendal School;;;;;;Netherlands;6865 EN;Doorwerth;Bachlaan;23;0031263333892;;;http://www.dorendal.nl;;;;;;;;
57e4f609-01a4-4ef9-a1b7-1b05a4474066;Butterflies India NGO;;;;;;India;110016;Delhi;"Green Park Extension,
New Delhi";U-4;00911126163935;;;http://www.butterflieschildrights.org;https://www.facebook.com/Butterfliesindia;https://twitter.com/butterflies_in;;;;;1;
5c5b313b-1dd7-44dc-9131-3c743892023d;Hae Mill School;;;;;;;;Hongcheon, Gangwon Province;"Myeongdong-ri,
Nam-myeon";730-7;00827041848761;;;http://www.haemillschool.com;https://www.facebook.com/haemill;;;;;;1;
fc20e061-a81a-4e28-b0af-3f49e85619e0;Alternative Learning Resource School-Philippines;;;;;;Philippines;1113;Quezon City;"Agno Street cor. Cordillera Street,
Barangay Dona Josefa Marcos";26B;006327121189;;;http://www.alres-phils.com;https://www.facebook.com/ALRES-259824543529;;;;;;1;
12f75fac-f83e-4052-8a84-e79b38cf6e9b;Başka Bir Okul Mümkün Derneği;;;;;;Turkey;;Istanbul;"İlhan Sokak,
Beşiktaş";Pembe Rüya Apt. No:15 D:4;00905333834316;;;http://www.baskabirokulmumkun.net;https://www.facebook.com/baskabirokulmumkundernegi;https://twitter.com/BBOMDernegi;;;;;;
00051656-4764-4430-9aa8-2f6d8042588b;The Point;;;;;;United States;10474;New York City;"Garrison Avenue,
The Bronx";940;0017185424139;;;http://thepoint.org;https://www.facebook.com/pages/The-Point-CDC/108881392861;https://twitter.com/thepointcdc;;;;;;
d066ecdd-e088-4739-b6cf-b49a44a4a068;The Seedling Experimental School;;;;;;China;;New Taipei City;"The Doll Valley,
Wulai District";;00886226616648;;;http://www.seedling.tw;;;;;;;;1
ee8ce170-7fd8-4432-a80d-b78a2d8ada54;Sudbury Primary School;;;;;;United Kingdom;HA0 3EY;London;"Watford Road,
Wembley";;011442083854444;;;http://www.sudburyprimary.co.uk;;;;;;;;
16486230-d613-4a1b-868a-8ef927dfae6c;Cairo Institute of Liberal Arts and Science;;;;;;Egypt;;Cairo;"Al Fahamin,
El-Darb El-Ahmar";CILAS;;;;http://www.ci-las.org;https://www.facebook.com/cilasian;https://twitter.com/CILASian;;;;;;
4538d7f6-a58e-4327-90b4-2e3cd90e273d;Educate-Me Egypt;;;;;;Egypt;;Cairo;"Ramses Street,
Abbasseya";385;0020224677032;;;http://educateme-egypt.org;https://www.facebook.com/EducateMeEgypt;https://twitter.com/EducateMeEgypt;;;;;;
785d769b-c4fb-4c31-90c8-474a2af5dfe3;Roedean School (SA);;;;;;South Africa;2193;Johannesburg;"Princess of Wales Terrace,
Parktown";33;0027116473208;;;http://www.roedeanschool.co.za;https://www.facebook.com/RoedeanSchoolSA;https://twitter.com/RoedeanSchoolSA;;;;;;
20564576-b09d-436a-9409-6073f8899f2f;One Planet International School;;;;;;Ethiopia;1250;Addis Ababa;"Kebele: 08/09,
Bole Medhanealem";106;00251116181010;;;http://www.oneplanetschool.com;https://www.facebook.com/One-Planet-International-School-Ethiopia-97608204617;;;;;;;
03fbeb98-fd8e-4f08-9acc-a9cc9ffddf37;Chadwick International;;;;;;;22002;Incheon Metropolitan City;"Art center-daero 97 beon-gil,
Yeonsu District";45;0082322505000;;;http://www.chadwickinternational.org;https://www.facebook.com/chadwickinternational;https://twitter.com/Intl_Chadwick;;;;;;
df7a8224-7157-44f6-bc1e-5cc43b578df5;American International School of Brazzaville;;;;;;Republic of the Congo;;Brazzaville;"Rue des Ecole,
Bacongo";Case D 24 A;00242068680804;;;http://www.aisbrazza.org;;;;;;;;
0d031625-c6f5-4ebc-a79f-666b1554b1ac;The American School of Kinshasa;;;;;;Democratic Republic of the Congo;;Kinshasa;"Route de Matadi,
Ngaliema";;00243818846619;;;http://www.tasok.net;;https://twitter.com/Tasokinshasa;;;;;;
5158379d-e71c-4723-84b4-59adee721847;American International School of Liberia;;;;;;Liberia;;Monrovia;"Old Road,
Congo Town";;00231777818775;;;http://www.aismonrovia.com;;;;;;;;
d258da77-6087-4afe-8227-23733739029b;Ricks Institute;;;;;;Liberia;;Monrovia;"Bomi Hill Highway,
Virginia";;00231886419860;;;http://www.ricksonline.org;;;;;;;;
dc30848e-1507-4ffa-a877-88bae999aafa;Multiple Intelligence International School;;;;;;Philippines;;Quezon City;"Escaler Street,
Loyola Heights";4;;;;http://www.mi-childsplace.com.ph;https://www.facebook.com/Multiple-Intelligence-International-School-91829315675;https://twitter.com/miischool;;;;;;
12f13b98-1f06-4752-bb62-6f124c625310;Reggio Emilia India Foundation;;;;;;India;400020;Mumbai;"Backbay reclamation,
Marine Drive";178;00912222810307;;;http://www.reif.co.in;https://www.facebook.com/Reggio-Emilia-India-Foundation-686058841472450;;;;;;;
80f2f79b-5f8b-4f63-abea-36e0ee815678;Kether Educazione Incidentale;;;;;;Italy;37127;Verona;"Strada per Montecchio,
Avesa";15;;;;http://www.kether.it;https://www.facebook.com/ketherverona;;;;;;;
1223c1a1-1024-48cb-a136-62e77fef3f00;The African Union International School;;;;;;South Africa;1687;Johannesburg;"West Road,
Midrand";53;0027110237300;;;http://www.auis.co.za;https://www.facebook.com/AUIS-149421001796962;;;;;;;
e2428e9b-d112-4452-9e73-c47771c13c7f;Mission Hill K-8 School;;;;;;United States;02130;Boston, MA;"Child Street,
Jamaica Plain";20;0016176356384;;;http://www.missionhillschool.org;https://www.facebook.com/MissionHillSchool;;;1997-01-01;;;;
21c6f005-61ae-44b0-9729-4b899ae95edb;Cloud Forest School;;;;;;Costa Rica;60109;Puntarenas;Monteverde;El Centro de Educación Creativa;0050626455161;;;http://cloudforestschool.org;https://www.facebook.com/Cloud-Forest-School-Centro-de-Educaci%C3%B3n-Creativa-135466044381;;;;;;1;
170ba544-9087-48f0-b580-2855605c7603;GramMangal;;;;;;India;411038;Pune;Kothrud;;00912025386687;;;http://grammangal.org;https://www.facebook.com/grammangal;;;;;;1;
3d898c22-da2f-4c99-b2d4-e8e4bc84379a;iKiD Academy;;;;;;Egypt;;New Cairo;The 5th District;;00201122829666;;;http://ikidacademy.weebly.com;https://www.facebook.com/IKidAcademy-121751774689852;https://twitter.com/ikid_academy;;;;;;
adcefbec-369a-47fb-a2f8-464f427e4b1c;של בית הספר הדמוקרטי לב השרון;;;;;;Israel;42845;Mishmeret;כפר הנוער הדסים;;0097298919256;;;http://www.dlhschool.com;;;;;;;;
d13b56b7-ba73-448b-bae9-61c67e9e9b0b;Cuixmala School;;;;;;;;La Huerta;San Patricio - Melaque;;;;;http://cuixmalaschool.com;https://www.facebook.com/groups/351637788217984;;;;;;1;
08f986fd-c0c0-4e6b-9a01-c37e6d36f31f;Children for Change Cambodia;;;;;;Cambodia;12101;Phnom Penh;Khan Sensok;;;;;http://www.cccambodia.org;https://www.facebook.com/Children-for-Change-Cambodia-246053798757501;https://twitter.com/CCCPhnomPenh;;;;;;
0131382a-0e54-4281-bfc5-f7a16f3abcaa;Alwan wa Awtar;;;;;;Egypt;;Mokattam;El Hadaba El Wosta;Masaken El-Mahmodia, Block 9, Entrance 1;00201200388396;;;http://www.alwan-awtar.org;https://www.facebook.com/Alwan.Awtar;https://twitter.com/AlwanWaAwtar;;;;;;
de6488e9-c46e-4fbe-b4d8-e3f965132189;Anand Niketan Democratic School;;;;;;India;;Bhopal;Indus Empire;189;00917554223020;;;http://anbhopal.weebly.com;https://www.facebook.com/anand.niketan.94;;;;;;;
f744f78d-ba59-4e54-9712-33d57a6325ff;Kamuzu Academy;;;;;;Malawi;;Kasungu;Mtunthama;;002651259288;;;http://kamuzuacademy.com;https://www.facebook.com/kamuzuacademy;https://twitter.com/kamuzupe;;;;;;
11e173f8-72aa-4d43-a327-c9e5536cdbe7;Phoenix International Primary School;;;;;;Malawi;;Blantyre;Nyambadwe;;002651824845;;;http://www.phoenixschoolmalawi.com;https://www.facebook.com/Phoenix-International-Primary-School-184041171634024;;;;;;;
5a2945f5-c2f6-4347-89a1-924cdb2b3d59;DomFah Academy and Professional Institute;;;;;;Liberia;;Monrovia;Johnsonville;;;;;http://domfah.blogspot.ru;;;;;;;;
9accc111-4bb0-4179-b58f-084ec0517be0;International School of Ouagadougou;;;;;;Burkina Faso;;Ouagadougou;Zogona;Secteur 13, Rue 13.22, Porte 612;0022625362143;;;http://www.iso.bf;https://www.facebook.com/iso.ouagadougou;;;;;;;
4d6ecfb0-78d3-426e-90ae-61cb5e7473af;Espacio A School;;;;;;Puerto Rico;00-918;San Juan;Calle San Justo;157;0017877217426;;;www.espacioapr.org;;;;2007-01-01;;;;
8268dc6d-3578-4716-8d8a-8d49017baff7;River Rock School;;;;;;United States;05602;Montpelier, VT;Barre Street;46;0018022234700;;;http://riverrockschool.org;https://www.facebook.com/pages/River-Rock-School/123493389042;https://twitter.com/RiverRockSchool;;1992-01-01;;;;
4d9cce9f-232f-4b19-9da5-c0f8719e79e7;De Marlijn Primary School;;;;;;Netherlands;6862 XH;Oosterbeek;Van Spaenweg;11;0031263334423;;;http://www.demarlijn.nl;;;;;;;;
ccca5048-08a1-4f68-a190-71c68cb80051;Crawford La Lucia Pre-Primary;;;;;;South Africa;;La Lucia;Armstrong Avenue;79;0027315620057;;;http://crawfordschools.co.za/?page_id=55;;;;;;;;
4b64ad99-b4de-4076-ad37-5b4facb78816;Crawford Preparatory Italia;;;;;;South Africa;;Bedfordview;Marais Road;7;;;;http://crawfordschools.co.za/?page_id=11400;;;;;;;;
169c5aa3-0f4c-4ba8-8887-7fdb87d1d5aa;Lernwerkstatt im Wasserschloss;;;;;;Austria;3140;Pottenbrunn;Josef Trauttmansdorff-Straße;10;0043274243550;;;http://www.lernwerkstatt.at;https://www.facebook.com/LWSPottenbrunn;;;1990-01-01;German, English, Spanish;;;1
f19068a7-99b8-44de-9768-64fcef58274a;The Highland School;;;;;;United States;26346;Ellenboro, WV;Sycamore Springs Lane;98;0013048693250;;;www.thehighlandschool.org;https://www.facebook.com/TheHighlandSchool;;;1981-01-01;;;;
413201cf-cf6d-4450-8d94-f501c5abbfce;Windsor House School;;;;;;Canada;V7P 2M3;North Vancouver;Hamilton Avenue;2132;0016049033366;;;http://windsorhouseschool.org;;https://twitter.com/WindsorHouseBC;;;;;;
d887171e-4ad6-4f3a-b073-7e2c3759d4e0;Trampolina Szkoła Demokratyczna;;;;;;Poland;61-659;Poznań;Za Cytadelą ul.;108;0048531383600;;;www.trampolina.szkola.pl;https://www.facebook.com/SzkolaTrampolina;;;2013-09-03;;;;
85e03c6a-a211-4d05-9994-c48ba623c0ab;Little River Community School;;;;;;United States;13617;Canton, NY;County Route 25;1227;0013153799474;;;http://www.littleriverschool.org;;;;;;;;
e8aef7fe-9217-4ccc-aa91-d0f19c779840;The Tutorial School;;;;0.00000000;0.00000000;United States;87505;Santa Fe, NM;Brunn School Road;400;0015059881859;;;http://www.tutorialschool.org;https://www.facebook.com/tutorialschool;;;;;;1;
dd3c745a-8603-4792-8f45-fb6a99b260cb;Hanover High School;;;;;;United States;03755;Hanover, NH;Lebanon  Street;41;0016036433431;;;http://hhs.hanovernorwichschools.org;;;;;;;;
178c2ee2-34f4-49e8-8ecb-01ddae4a0da6;De Weide School;;;;;;Belgium;9420;Erpe-Mere;Sint-Apolloniastraat;11;003253774202;;;http://www.deweide.be;https://www.facebook.com/DeWeide;;;1973-01-01;;;;
00badae2-4633-47ba-9874-64dc8f0db3ab;Agate Private School;;;;;;Canada;L2R 2E4;St Catharines;Chaplin Avenue;43;0012899689781;;;http://www.learnfree.ca;https://www.facebook.com/Agate-Private-School-146369488728282;;;;;;;
594245aa-038d-4456-b411-75402b2869f8;ALPHA II Alternative School;;;;;;Canada;M6H 1M9;Toronto;Bloor Street West;1141;0014163930501;;;http://schools.tdsb.on.ca/alpha2;;;;2007-01-01;;;;
6f839dfb-881c-41c4-87ff-43cd4674e828;Village School Inc;;;;0.00000000;0.00000000;Australia;3136;Croydon, VIC;Holloway Road;9;0061397271752;;;http://www.villageschool.vic.edu.au;https://www.facebook.com/VillageSchooInc;;;1981-01-01;;;;
8aa511e8-fce1-439b-9ee5-4bde7ea01f43;Det frie Gymnasium;;;;;;Denmark;2200;Copenhagen;Mollegade;26;004535371111;;;http://www.detfri.dk;https://www.facebook.com/detfriegymnasium;;;1970-01-01;;;;
0e7adbed-61bf-44a5-b792-7505f6ca1bbb;Harzberg School;;;;;;Germany;32676;Lügde-Harzberg;Am Harzberg;1;004952829696940;;;http://www.bildungsschule-harzberg.de;;;;2008-01-01;;;;
e98cb6d2-d4ef-4ea9-a092-ca22a38cd015;Free Democratic School Kapriole;;;;;;Germany;79117;Freiburg;Oberrieder Straße;20;00497617073674;;;www.kapriole-freiburg.de;https://www.facebook.com/kapriole.freiburg;;;;;;;
ceec47f5-02fa-435e-97b2-b014d0f88303;Netzwerk-Schule;;;;;;Germany;10243;Berlin;Marchlewskistraße;40;00493040393340;;;http://schule.netzwerkspielkultur.de;;;;2008-08-31;;;;
e1fa927c-9445-4c25-91d3-599075135b55;Rogers Általános Iskola és Óvoda;;;;;;Hungary;1113;Budapest;Aga utca;10;003612093609;;;http://www.rogersiskola.hu;;;;1990-01-01;;;;
7d5997d8-a225-425c-a57b-1e280e50bcec;Free School Mie Shure;;;;;;Japan;514-0006;Tsu City, Mie Prefecture;Komeicho;328;0081592131115;;;http://www.mienoko.com;https://www.facebook.com/mieshure;https://twitter.com/mieshure;;2011-01-01;;;;
6e5b793f-d079-4732-bbf1-373df1939fe0;Seliba Sa Boithuto;;;;;;Lesotho;100;Maseru;Main South Road;Ha Tsautse;00266332190;;;http://www.ssb.org.ls;https://www.facebook.com/ssb.maseru;;;1992-01-01;;;;
a57d37d2-c0fc-4076-9a5d-1abea7ae2f6f;De Ruimte Soest;;;;;;Netherlands;3766 MA;Soest;Insingerstraat;39;0031356015321;;;http://www.deruimtesoest.nl;https://www.facebook.com/pages/Democratische-school-De-Ruimte/240739829317416;;;2003-01-01;;;;
c761541c-5402-4b7d-bd27-4b3c66b28578;Self-determination School №734;;;;;;Russia;105484;Moscow;Sirenevy Bulvar;58a;0074994610623;;;http://cog734.mskobr.ru;;;;;;;;
f1ba0a70-638c-477d-bb6b-ab764c6ef641;Self Managed Learning College;;;;;;United Kingdom;BN2 0JR;Brighton;Edward Street;64;;;;http://college.selfmanagedlearning.org;;;;1994-01-01;;;;
65a0d4a3-cad7-4584-b983-b484905ae9a3;Clonlara School;;;;;;United States;48104;Ann Arbor, MI;Jewett Avenue;1289;0017347694511;;;www.clonlara.org;https://www.facebook.com/ClonlaraHBEP;https://twitter.com/ClonlaraHome;;1967-01-01;;;;
fc3b8e48-d845-4a63-83ac-05222da4bcf2;Harriet Tubman Democratic High School;;;;;;United States;12202;Albany, NY;Elizabeth Street;59;0015183308385;;;http://tubmanschool.org;https://www.facebook.com/pages/Harriet-Tubman-Democratic-High-School/152743331429799;https://twitter.com/ht_dhs;;;;;;
192768a7-b2bb-46ef-92c1-d59468958f93;Rogers Középiskolában;;;;;;Hungary;1121;Budapest;Konkoly Thege Miklós út.;21;003612745758;;;http://www.rogers-kozepiskola.hu;;;;;;;;
c2d2b36a-23fb-4c23-b47f-8f958a2a6411;Freie aktive Schule auf den Fildern;;;;;;Germany;70771;Leinfelden-Echterdingen;Schönbuchstraße;4;00497117457377;;;http://www.pieks-fas.de;;;;2004-01-01;;;;
a9b261b4-e88c-4dfe-9fbb-fce6893e4e72;Freie Schule Heckenbeck;;;;;;Germany;37581;Bad Gandersheim;Kreuzstraße;13;00495563705659;;;www.freie-schule-heckenbeck.de;;;;2001-05-31;;;;
c8632a29-8b3e-4538-b425-5e8e42ed3f9e;Taikomųjų mokslų licėjus;;;;;;Lithuania;05120;Vilnius;Laisvės prospektas;58;0037067392687;;;http://www.tmlicejus.lt;https://www.facebook.com/tmlicejus;;;2012-01-09;;;;
af784272-ce9f-4050-a93c-8be31ebf450b;Fundacja Wolna Szkoła;;;;;;Poland;02-836;Warsaw;Dzierzby Street;27;0048226415715;;;http://wolnaszkola.org.pl;;;;2013-09-02;;;;
e8d3a4cc-f56e-454e-abcb-de772ef46d06;The Hurstbridge Learning Co-operative;;;;;;Australia;3099;Hurstbridge, VIC;Laceys Road;10;0061397181481;;;http://www.hurstbridgelearningcoop.vic.edu.au;https://www.facebook.com/Hurstbridge.Learning.Cooperative;;;1973-01-01;;;;
21350851-37eb-4310-aa9e-05b710a84087;Freyberg Community School;;;;;;New Zealand;0610;Te Atatu South, Auckland;Roberts Road;60;006498389664;;;http://www.freyberg.school.nz;https://www.facebook.com/pages/Freyberg-Community-School/265099770176987;;;1897-01-01;;;;
80c62b4d-7555-4fd7-a114-c805bf54ce47;Afiny School;;;;;;Ukraine;03141;Kyiv;Solomenskaya Street;35A;003805373684;;;http://www.athens.kiev.ua;https://www.facebook.com/school.athens;;;1994-01-01;;;;
a69eab2e-9abf-44cc-83ac-4cf69b4e5567;Guus Kieft School;;;;;;Netherlands;1182 HS;Amstelveen;Amsterdamseweg;380;0031648125068;;;http://www.guuskieftschool.nl;https://www.facebook.com/guuskieftschool;;;2006-01-01;;;;
30b29b9f-831e-43a7-a8f1-7cd008fd6ad2;Blackall Range Independent School;;;;;;Australia;4560;Kureelpa, QLD;Mapleton Road;551;0061754415227;;;http://www.brischool.com.au;https://www.facebook.com/brischool;;;1975-01-01;;;;
